"BIBTEXKEY","first_name","middle_name","last_name","full_name","JOURNAL","NUMBER","PAGES","PUBLISHER","TITLE","TYPE","VOLUME","YEAR","DOI","ISSN","URL","AUTHOR_KEYWORDS","LANGUAGE","ABBREV_SOURCE_TITLE","PUBLICATION_STAGE","SOURCE","AFFILIATIONS","Affiliation_country","Affiliation_country_code","Gender","Gender.Probability","Gender.Count","author_id","paper_id_author_id","author_order","Max","author_last","author_single","unique_name","OA","Citations"
"Kramer200197","Lawrence",NA,"Kramer","Lawrence Kramer","Journal of the American Musicological Society","1","97 – 125",NA,"Chopin at the funeral: Episodes in the history of modern death","Article","54",2001,"10.1525/jams.2001.54.1.97","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-62949208975&doi = 10.1525%2fjams.2001.54.1.97&partnerID = 40&md5 = d9643d0f5f26e2637b4c0db4308ec092",NA,"English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"male",0.98,124,"author1","Kramer200197_author1",1,1,0,1,"kramer_lawrence","Undefined",25
"Aspden200239","Suzanne",NA,"Aspden","Suzanne Aspden","Journal of the American Musicological Society","1","39 – 90",NA,"""fam'd handel breathing, tho' transformed to stone"": The composer as monument","Article","55",2002,"10.1525/jams.2002.55.1.39","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-63849119751&doi = 10.1525%2fjams.2002.55.1.39&partnerID = 40&md5 = bc35cca54cf9e8bb6647ab6bc6bafb62",NA,"English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"female",1,19,"author1","Aspden200239_author1",1,1,0,1,"aspden_suzanne","Undefined",30
"Burford2012113","Mark",NA,"Burford","Mark Burford","Journal of the American Musicological Society","1","113 – 178",NA,"Sam cooke as pop album artist- A reinvention in three songs","Article","65",2012,"10.1525/jams.2012.65.1.113","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84863979454&doi = 10.1525%2fjams.2012.65.1.113&partnerID = 40&md5 = 8b7eaf10058922f6fd72ee69e2ea9c3e","African American vocalists; Long-playing album; Popular music; Reception history; Sam Cooke","English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"male",0.99,196,"author1","Burford2012113_author1",1,1,0,1,"burford_mark","Undefined",9
"Goehr201151","Lydia",NA,"Goehr","Lydia Goehr","Journal of the American Musicological Society","1","51 – 118",NA,"Contest, myth, and prophecy in wagner's: Die meistersinger von nürnberg","Article","64",2011,"10.1525/jams.2011.64.1.51","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-79956334158&doi = 10.1525%2fjams.2011.64.1.51&partnerID = 40&md5 = cabee332ef8e36c7191f67b29d7d0cdb","Albrecht Dürer; Contest; Die Meistersinger; King David; Richard Wagner","English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"female",0.99,763,"author1","Goehr201151_author1",1,1,0,1,"goehr_lydia","Undefined",7
"Pierrot2011601","L.",NA,"Pierrot","L. Pierrot","Journal of the American Musicological Society","3","601 – 645",NA,"Julie Pedneault-Deslauriers","Article","64",2011,"10.1525/jams.2011.64.3.601","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84855256615&doi = 10.1525%2fjams.2011.64.3.601&partnerID = 40&md5 = 34e9c36ed21d49d28f0cdd2b9a07fb34","Hysteria; Paul Vidal; Pierrot assassin de sa femme; Pierrot lunaire; Sprechstimme","English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"female",0.75,4,"author1","Pierrot2011601_author1",1,1,0,1,"pierrot_l.","Undefined",1
"Esse2013709","Melina",NA,"Esse","Melina Esse","Journal of the American Musicological Society","3","709 – 770",NA,"Encountering the improvvisatrice in italian opera","Article","66",2013,"10.1525/jams.2013.66.3.709","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84893501455&doi = 10.1525%2fjams.2013.66.3.709&partnerID = 40&md5 = 5441117a822b9e2fd4c713ebb91a725d","Authorship; Improvisation; Italian opera; Nineteenth-century; Pacini","English","J. Am. Musicol. Soc.","Final","Scopus","Department of Musicology, Eastman School of Music, University of Rochester, United States","United States","US","female",1,6141,"author1","Esse2013709_author1",1,1,0,1,"esse_melina","Undefined",12
"Watkins2011404","Holly",NA,"Watkins","Holly Watkins","Journal of the American Musicological Society","2","404 – 408",NA,"Musical ecologies of place and placelessness","Article","64",2011,"10.1525/jams.2011.64.2.404","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-80051958808&doi = 10.1525%2fjams.2011.64.2.404&partnerID = 40&md5 = b436b89978ef0c1a388c1523e8df6a92",NA,"English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"female",0.65,17,"author1","Watkins2011404_author1",1,1,0,1,"watkins_holly","Undefined",22
"Mahon2013844","Maureen",NA,"Mahon","Maureen Mahon","Journal of the American Musicological Society","3","844 – 848",NA,"Musicality, sexuality, and power: A practice theory approach","Article","66",2013,"10.1525/jams.2013.66.3.825","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84893461450&doi = 10.1525%2fjams.2013.66.3.825&partnerID = 40&md5 = e81e6caa875e1648fd5cecef9478c19a",NA,"English","J. Am. Musicol. Soc.","Final","Scopus","Department of Music, New York University, United States","United States","US","female",1,67890,"author1","Mahon2013844_author1",1,1,0,1,"mahon_maureen","Undefined",2
"Móricz2001439","Klára",NA,"Móricz","Klára Móricz","Journal of the American Musicological Society","3","439 – 491",NA,"Sensuous pagans and righteous jews: Changing concepts of jewish identity in ernest Bloch's Jézabel and Schelomo","Article","54",2001,"10.1525/jams.2001.54.3.439","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-61449105468&doi = 10.1525%2fjams.2001.54.3.439&partnerID = 40&md5 = bb0f020a3e739f476f45c2fec1cf7c5b",NA,"English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"female",0.92,13,"author1","Móricz2001439_author1",1,1,0,1,"móricz_klára","Undefined",14
"Burgess2012383","Geoffrey",NA,"Burgess","Geoffrey Burgess","Journal of the American Musicological Society","2","383 – 462","University of California Press","Enlightening harmonies: Rameau's corps sonore and the representation of the divine in the tragédie en musique","Article","65",2012,"10.1525/jams.2012.65.2.383","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84866318944&doi = 10.1525%2fjams.2012.65.2.383&partnerID = 40&md5 = 1ad143d3649a38ed0aa64e360b18de6b","Corps sonore; Freemasonry; Jean-Philippe Rameau; Louis de Cahusac; Tragédie en musique","English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"male",1,39,"author1","Burgess2012383_author1",1,1,0,1,"burgess_geoffrey","Undefined",5
"Tsou2016255","Judy",NA,"Tsou","Judy Tsou","Journal of the American Musicological Society","1","255 – 263","University of California Press","Digital and multimedia scholarship","Article","69",2016,"10.1525/jams.2016.69.1.255","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85054794707&doi = 10.1525%2fjams.2016.69.1.255&partnerID = 40&md5 = 916bad97b1e731cf1aac469a9b8fe075",NA,"English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"female",0.98,88,"author1","Tsou2016255_author1",1,1,0,1,"tsou_judy","Undefined",1
"Ladd2022273","Marco",NA,"Ladd","Marco Ladd","Journal of the American Musicological Society","2","273 – 317","University of California Press","Synchronization as musical labor in Italian silent cinemas","Article","75",2022,"10.1525/jams.2022.75.2.273","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85141436788&doi = 10.1525%2fjams.2022.75.2.273&partnerID = 40&md5 = d9ceb99b8557ac174f29fe71bd32fa67","Italy; Labor; Law; Musicians; Silent cinema; Synchronization","English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"male",1,176,"author1","Ladd2022273_author1",1,1,0,1,"ladd_marco","Open Access",2
"Peraino2001209","Judith","A.","Peraino","Judith A. Peraino","Journal of the American Musicological Society","2","209 – 264",NA,"Re-placing medieval music","Article","54",2001,"10.1525/jams.2001.54.2.209","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-61449299675&doi = 10.1525%2fjams.2001.54.2.209&partnerID = 40&md5 = 9ef0188cedf655b179977402ffce20bc",NA,"English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"female",0.99,125,"author1","Peraino2001209_author1",1,1,0,1,"peraino_judith","Undefined",14
"Howe2009271","Blake",NA,"Howe","Blake Howe","Journal of the American Musicological Society","2","271 – 322",NA,"The allure of dissolution: Bodies, forces, and cyclicity in Schubert's final Mayrhofer settings","Article","62",2009,"10.1525/jams.2009.62.2.271","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-68449093723&doi = 10.1525%2fjams.2009.62.2.271&partnerID = 40&md5 = 39f1225581f4bfe4886192ac9fc3580d","Embodiment; Franz Schubert; Johann Mayrhofer; Musical space; Song cycle","English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"male",1,5,"author1","Howe2009271_author1",1,1,0,1,"howe_blake","Undefined",9
"Rumph2015497","Stephen",NA,"Rumph","Stephen Rumph","Journal of the American Musicological Society","3","497 – 558","University of California Press","Fauré and the effable: Theatricality, reflection, and semiosis in the mélodies","Article","68",2015,"10.1525/jams.2015.68.3.497","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84962205314&doi = 10.1525%2fjams.2015.68.3.497&partnerID = 40&md5 = 735d292939c6b0fff95f49c144f83452","Bergson; Fauré; Hermeneutics; Jankélévitch; Peirce","French","J. Am. Musicol. Soc.","Final","Scopus","University of Washington, United States","United States","US","male",1,241671,"author1","Rumph2015497_author1",1,1,0,1,"rumph_stephen","Undefined",9
"Szabo202143","Victor",NA,"Szabo","Victor Szabo","Journal of the American Musicological Society","1","43 – 90","University of California Press","Pacifica radio's music from the hearts of space and the ambient sound of california's new age","Article","74",2021,NA,"00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85107991865&partnerID = 40&md5 = 82bbf028bf1376864a90d7fb8250738e","Ambient; Counterculture; Holism; New age; Radio; Space music","English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"male",0.99,596,"author1","Szabo202143_author1",1,1,0,1,"szabo_victor","Undefined",3
"Sheppard2001303","W.","Anthony","Sheppard","W. Anthony Sheppard","Journal of the American Musicological Society","2","303 – 357",NA,"An exotic enemy: Anti-Japanese musical propaganda in World War II Hollywood","Article","54",2001,"10.1525/jams.2001.54.2.303","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-61149129724&doi = 10.1525%2fjams.2001.54.2.303&partnerID = 40&md5 = f9365050d8e1762ff0c02a593d4ef088",NA,"English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"male",1,2,"author1","Sheppard2001303_author1",1,1,0,1,"sheppard_w.","Undefined",21
"Simonson2012511","Mary",NA,"Simonson","Mary Simonson","Journal of the American Musicological Society","2","511 – 555",NA,"Dancing the future, performing the past: Isadora Duncan and Wagnerism in the American imagination","Article","65",2012,"10.1525/jams.2012.65.2.511","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84866323293&doi = 10.1525%2fjams.2012.65.2.511&partnerID = 40&md5 = e0300a235804bba3fe678f1d31c0e9c9","American modernism; Dance of the future; Early modern dance aesthetics; Isadora Duncan; Richard Wagner","English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"female",0.99,270,"author1","Simonson2012511_author1",1,1,0,1,"simonson_mary","Undefined",6
"Code2001493","David","J.","Code","David J. Code","Journal of the American Musicological Society","3","493 – 554",NA,"Hearing Debussy reading Mallarmé: Music après Wagner in the Prélude à l'après-midi d'un faune","Article","54",2001,"10.1525/jams.2001.54.3.493","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-60949817662&doi = 10.1525%2fjams.2001.54.3.493&partnerID = 40&md5 = c74ca7d35a886d1b7f10b80db2cf2701",NA,"English","J. Am. Musicol. Soc.","Final","Scopus","Department of Music, Bishop's University, QC, Canada","Canada","CA","male",1,100273,"author1","Code2001493_author1",1,1,0,1,"code_david","Undefined",20
"Carrasco2018371","Clare",NA,"Carrasco","Clare Carrasco","Journal of the American Musicological Society","2","371 – 438","University of California Press","Zemlinsky’s “expressionist” moment: Critical reception of the second String Quartet, 1918–1924","Article","71",2018,"10.1525/jams.2018.71.2.371","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85058137914&doi = 10.1525%2fjams.2018.71.2.371&partnerID = 40&md5 = 075cc3609bbcaa3d7dcb714c05c9f0c6","Alexander Zemlinsky; Arnold Schoenberg; Expressionism; Music criticism; Politics; Reception history","English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"female",0.63,8,"author1","Carrasco2018371_author1",1,1,0,1,"carrasco_clare","Undefined",2
"Anderson2013639","Michael","Alan","Anderson","Michael Alan Anderson","Journal of the American Musicological Society","3","639 – 708",NA,"The one who comes after me: John the baptist, christian time, and symbolic musical techniques","Article","66",2013,"10.1525/jams.2013.66.3.639","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84893466235&doi = 10.1525%2fjams.2013.66.3.639&partnerID = 40&md5 = 613989b0fb04686c7ddffb85cce2756b","Canon; Johannes parvus; John the baptist; Manuscripts; Symbolic representation","English","J. Am. Musicol. Soc.","Final","Scopus","Department of Musicology, Eastman School of Music, University of Rochester, United States","United States","US","male",1,1225359,"author1","Anderson2013639_author1",1,1,0,1,"anderson_michael","Undefined",7
"Vellutini20201","Claudio",NA,"Vellutini","Claudio Vellutini","Journal of the American Musicological Society","1","1 – 52","University of California Press","Donizetti, Vienna, Cosmopolitanism","Article","73",2020,"10.1525/jams.2020.73.1.1","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85104609065&doi = 10.1525%2fjams.2020.73.1.1&partnerID = 40&md5 = e9fe41425c130eab9cc0de15530361a8","Cosmopolitanism; Gaetano donizetti; Music criticism; Nationalism; Opera; Vienna","English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"male",0.96,23,"author1","Vellutini20201_author1",1,1,0,1,"vellutini_claudio","Open Access",2
"Parler202053","Samuel",NA,"Parler","Samuel Parler","Journal of the American Musicological Society","1","53 – 94","University of California Press","DeFord Bailey in Country Music's Multiracial Canon","Article","73",2020,"10.1525/jams.2020.73.1.53","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85100230507&doi = 10.1525%2fjams.2020.73.1.53&partnerID = 40&md5 = 01ab379e1ef8ff3930125a7cb3fc8a0a","Canonization; Country music; Deford bailey; Race; Radio","English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"male",0.97,758,"author1","Parler202053_author1",1,1,0,1,"parler_samuel","Undefined",2
"Steege2011647","Benjamin",NA,"Steege","Benjamin Steege","Journal of the American Musicological Society","3","647 – 687",NA,"Janáček's Chronoscope","Article","64",2011,"10.1525/jams.2011.64.3.647","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84855256793&doi = 10.1525%2fjams.2011.64.3.647&partnerID = 40&md5 = 51e06efb6b088e79da178739ffcf5d3b","Chronoscope; Leoš Janáček; Modernism; Psychology; Wilhelm Wundt","English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"male",0.98,266,"author1","Steege2011647_author1",1,1,0,1,"steege_benjamin","Undefined",4
"Glahn2011399","Von","Denise","Glahn","Von Denise Glahn","Journal of the American Musicological Society","2","399 – 403",NA,"American women and the nature of identity","Article","64",2011,"10.1525/jams.2011.64.2.399","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-80052018348&doi = 10.1525%2fjams.2011.64.2.399&partnerID = 40&md5 = 36e9707d22750faa01e79bd8ae5e0a25",NA,"English","J. Am. Musicol. Soc.","Final","Scopus",NA,NA,NA,"female",1,2,"author1","Glahn2011399_author1",1,1,0,1,"glahn_von","Undefined",6
"Chybowski2014125","Julia","J.","Chybowski","Julia J. Chybowski","Journal of the American Musicological Society","1","125 – 165","University of California Press","Becoming the ""Black Swan"" in mid-nineteenth-century america: Elizabeth Taylor Greenfield's early life and debut concert tour","Article","67",2014,"10.1525/jams.2014.67.1.125","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84901353020&doi = 10.1525%2fjams.2014.67.1.125&partnerID = 40&md5 = 29210dde178797ee40f97c37066f96c4","Abolition; African American; Black Swan; Elizabeth Taylor Greenfield; Vocalist","English","J. Am. Musicol. Soc.","Final","Scopus","Department of Music, University of Wisconsin-Oshkosh, United States","United States","US","female",1,126268,"author1","Chybowski2014125_author1",1,1,0,1,"chybowski_julia","Undefined",20
"Ferraguto201477","Mark",NA,"Ferraguto","Mark Ferraguto","Journal of the American Musicological Society","1","77 – 123","University of California Press","Beethoven à la moujik: Russianness and learned style in the ""Razumovsky"" String Quartets","Article","67",2014,"10.1525/jams.2014.67.1.77","00030139","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84893620265&doi = 10.1525%2fjams.2014.67.1.77&partnerID = 40&md5 = 46f169182ff0f8906303ae8b909b176b","Andrey Razumovsky; Diplomacy; Exoticism; Ludwig van beethoven; Russian folksong","English","J. Am. Musicol. Soc.","Final","Scopus","Department of Musicology, Pennsylvania State University, United States","United States","US","male",1,639702,"author1","Ferraguto201477_author1",1,1,0,1,"ferraguto_mark","Undefined",10
